StyleID;text;rating
654563;top;5
553018;schšner, gŸnstiger Ballerina, passt gut und sieht aus, wie abgebildet.;4
434886;Der Dehnbund hat leider nicht den Geschmack meines Sohnes gefunden. Er fand ihn stšrend.;2
434886;Super Passform;5
434886;sitzt super. perfekte lŠnge fŸr meinem mann. ;4
515928;Sehr bequem, tolle Farbe, zu empfehlen.;4
1709054;Etwas zu weit.;5
1709054;Absolut wie ich es erwartet habe. HŠtten zwar 1-2 cm lŠnger sein kšnnen. Ist aber immer ein problem bei meiner Grš§e. Preis leistung absolut gut. Material blickdicht aber nicht zu dick. ;5
654563;Material trŠgt sich nicht angenehm auf der Haut, die Naht ist schlecht verarbeitet und kratzt;2
434886;Material, QualitŠt und Preis-Leistungs-VerhŠltnis sind sehr gut. Die Lieferung erfolgte sehr schnell, innerhalb eines Tages. Die Hosen passen sehr gut, lediglich die Beine sind zu lang, was aber immer bei mir der Fall ist. ;5
553018;Leider fallen diese Schuhe etwas klein aus und sind sehr hart. Nichts fŸr gro§e Zehen ?? ( sogar eine Nummer grš§er bestellt );3
8623725;Material  gefŠllt mir !! Macht eine gute Figur , sitzt prima und sieht gut aus !!! ;4
655046;Passt gut.;4
8623725;Sitzt sehr gut. Preis ist passend;5
44970574;Material gut, hat aber mit der Grš§e nicht hingehauen. FŸr eine 46 zu eng. Leider.;1
515928;sehr schšner und gutsitzender Slip und mit dazu passendem BH eine schšne Kombination. Kann ich nur empfehlen.;5
9743730;QualitŠt hat mich Ÿberrascht, Super Preis-Leistungs-VerhŠltnis, prima Kauf. ;5
515928;QualitŠt 1a, Material ist sehr angenehm auf der Haut;4
1709054;Bin mit den Shirt sehr zufrieden, kann man eine Nummer kleiner kaufen. Der V-Ausschnitt kšnnte etwas kŸrzer sein;4
434886;Eine sehr hohe QualitŠt sehr bequem ,guter Sitz.;5
434886;Diese Hose ist fŸr exrem fettleibige MŠnner. Sie hing wie ein Sack an meinem Mann und ging zurŸck.;1
655046;Sehr gute Verarbeitung, super Passform;4
553018;fŸr diesen preis sind die ballerinas o.k. habe sie in hellgelb, koralle und hellblau. die schuhe sind qualitativ zum teil Ÿberarbeitet worden. somit ist zum beispiel die schleife vorne zusŠtzlich vernŠht worden und auch die gesamte materialverarbeitung macht einen stabileren und soliden eindruck, was bei den vormodellen ja nicht der fall war. die schuhgrš§e fŠllt zum teil eine halbe nr. grš§er aus. ich wŸrde sie aber trotzdem in der sonst gewohnten gr. kaufen, damit sich die zehen vorne nicht abzeichnen.;5
654563;An sich gut tragbar und passt prima. Aber die BŸgel gehen auf dem Brustkorb so weit nach oben, dass diese in die Brust stechen.;4
515928;die bestellen Grš§en passen. sitzt sehr gut.;5
553018;Der Schuh ist sehr schšn und pa§t genau. Habe ihn in rot und aqua  bestellt. Rot ist sehr schšn, aqua ist babyhellblau. Den habe ich zurŸckgeschickt.  Konnte den roten bis jetzt noch nicht in der Praxis testen, da das Wetter zu besch........war. Aber das kann ja jetzt nur besser werden.  ;4
654563;Mit der Passform und dem Material bin ich im Rahmen des Preises sehr zufrieden;5
553018;super leicht, freu mich schon auf den frŸhling. ;4
654563;Super Farbe, sitzt perfekt und der Preis ist einfach toll. Der Stoff ist angenehm zu tragen.;5
709229;Das Kleid ist einfach toll ;5
654563;Ein einfacher, aber gut verarbeiteter BH aus angenehmem Material, einfach fŸr jeden Tag. Die Grš§en sind entsprechend und auch wirklich die, die man bestellt hat, fŠllt nicht«s zu gro§/klein aus. FŸr den gŸnstigen Preis ein alltagstauglicher BH, habe ihn bereits mehrfach bestellt und immer wieder gerne.;5
515928;Ich musste den BH leider zurŸcksenden, weil mir das Kšrbchen zu gro§ war, aber ansonsten fand ich ihn sehr schick und fŸr den Preis eine sehr gute QualitŠt. ;4
553018;FŸr den Preis alles sehr gut;4
654563;Top QualitŠt und schšne Farbe.;5
655046;Also zum Joggen všllig geeignet.;5
655046;Ist zwar gŸnstig aber keine gute QualitŠt.;2
9743730;schnelle Lieferung, gute QualitŠt - alles bestens;5
655046;ARTIKEL WIE BESCHRIEBEN!!! PASST-SITZT UND H€LT ALLES :);4
44970574;Die Hose sitzt an den Oberschenkeln perfekt, an den  Waden viel zu eng. Dadurch wirkt die Hose an den Oberschenkeln dann puffig!!!;3
1709054;Super tolle TShirts. Gute QualitŠt und sehr gŸnstiger Preis. Besser wŠre allerdings eine freie Farbauswahl, so das man nicht die festgelegten Farben nehmen mu§. ;4
654563;Perfekter sitz;5
8623725;"insgesamt sehr eng geschnitten, als Badeanzug zu ""kompliziert"" ";2
9743730;Sehr zufrieden mit den Gardinen, passgenau, gute QualitŠt, entspricht der Beschreibung - empfehlenswert.;5
9743730;Mit voller Erwartung habe ich die VorhŠnge ausgepackt! Leider ist die Farbe creme kein creme sondern ein grŸnstichiges creme fast hellgrau! War total enttŠuscht! Von der QualitŠt kann ich nichts sagen habe sie gar nicht aufgemacht, gehen wieder zurŸck! Schade!;1
8623725;Schšner Badeanzug, der eine gute Figur macht. Ich bin sehr zufrieden mit dem Kauf.  Den Tip von anderen Kundinnen, den Badeanzug eine Nummer grš§er zu nehmen, kann ich nur bestŠtigen.;5
515928;Netter Slip vor allem in Kombination mit dem BH. Optimale Passform. Schšne Farbe (lila).;5
515928;sitzt gut, feines Material, empfehlenswert.;4
654563;Starke Farbabweichungen ! Billigware.;1
434886;lŠnge weite Stoff alles super;5
9743730;Sehr schšner Vorhang. Sehr gute QualitŠt und schšner Fall. ;5
553018;toller schlichter Schuh, wŸnsche mir mehr Farben (beige und grau) und auch in Wild(kunst)leder;5
44970574;in der hellen Jeansfarbe und in wei§ sind sie super aber in schwarz ist die Materialzusammensetzung anders und somit ist die Hose enger und steif;3
655046;Wenn das ein Sport-BH sein soll, kann ich auch ohne gehen. Viel zu eng im Unterbrustbereich und die Kšrpchen hatten Ÿberhaupt keine StŸtz- oder Festigkeit. Bei gro§en Busen sieht es aus, als wenn man TŸten hŠtte, so zieht der Stoff runter. Kaufe mir lieber einen anderen fŸr ein paar Euro mehr und habe dann wenigsten Festigkeit und eine nette Optik.;1
434886;preis ist okay, aber trotz dehnbund zu eng und die leibhšhe bisschen zu niedrig;3
654563;Material und Preis stimmen. Die Kšrbchen haben aber keine Passform.;2
44970574;Schšne Hose, Material und Farbe o.k.,leider sind die Hosenbeine viel zu eng.;4
44970574;leider am Bund zu eng, deshalb zurŸck;3
654563;Farbe, QualitŠt entspricht meinen Vorstellungen.;5
655046;immer schwierig einen BH in 95 (!) B zu bekommen. Dieser sitzt gut, Kšrbchen fallen aber etwas gro§ fŸr B aus. Geht aber noch und erfŸllt seinen Zweck als sport BH sehr gut.;3
553018;Sehr einfacher aber schšner Schuh, Passgenau.;4
515928;Bin sehr zufrieden mit dieser UnterwŠsche. Habe sie mir schon in verschiedenen Farben bestellt/gekauft. Angenehmes TragegefŸhl. WŸrde diesen Artikel weiterempfehlen.;4
8623725;Pa§t super, Material sehr bequem, angenehm beim tragen na§ und trocken;5
654563;Bin sehr zufrieden.;5
1709054;"Gute Passform, gute QualitŠt, schšne Farben; kšnnten etwas kŸrzer sein; ein Shirt fŸr jeden Tag.";5
655046;"der bh sitzt super, auch beim sport hŠlt er ""alles"" bestens und schwei§ ist auch kein problem. DOPPELT";5
709229;Ich hab das Teil in grŸn, beige und nun auch in rot. Ich liebe sie alle!!! Tolles Material, schšner Schnitt. Im Sommer einfach so tragen und im Herbst mit einem Shirt drunter - super!;5
434886;Der Stoff ist nicht so dick, dennoch ist die Jeans zu diesem Preis super.;4
515928;Super QualitŠt. Passt genau!;5
9743730;Artikel wie beschrieben, QualitŠt und Preis stimmen.;5
434886;Gutes Preis-/LeistungsverhŠjtnis.;5
44970574;Wunderschšne Farbe, gefiel mir richtig gut. Passte jedoch nicht, war zu weit;5
1709054;also die farben und der stoff ist ganz ok fŸr den preis... aber ich habe jetzt schon die kleinste grš§e 36-38 bestellt und die sind immer noch viel zu gro§!! normal trage ich 40... schade, dass die so riesig ausfallen :-( ;1
9743730;Habe creme bestellt, das sieht eher aus wie Pappe, also ziemlich grau. Habe die gar nicht erst ausgepackt, kann also nix zur Verdunkelung sagen.;1
654563;gute passform,aber leider nicht Blickdicht;4
1709054;Passen super, tolle Farben.;5
434886;QualitŠt ist sehr gut. Preis stimmt auch. Hose passt.;5
1709054;Die Shirts sind viel zu gro§zŸgig geschnitten. Sie sollen zwar locker sitzen, sind aber aus meiner Sicht nicht den Grš§entabellen angepasst. ;1
654563;Sitz gut - angenehmes Material !!;5
9743730;Farbe -grŸn- entspricht genau der Abbildung und die QualitŠt ist in Ordnung, blickdicht und der Stoff fŠllt gut. Preis - Leistung top.;5
1709054;Hab diesen 5er-Pack schon šfter bestellt und war immer zufrieden, hier stimmt das Preis/LeistungverhŠltnis!;5
515928;Material, Farbe ist sehr schšn, lŠ§t sich sehr gut tragen, immer wieder gern.;5
8623725;supermatrial lŠ§t sich beqem tragen, BH grš§e eine nummer grš§e;4
515928;Der BH und auch der passende Slip sind absolut spitze. Beides sitzt einfach perfekt, wie angegossen und machen eine super Figur. Ich habe den BH und den Slip jetzt schon in 4 Farben und ich bin einfach begeistert, es sind meine absoluten Lieblingsteile geworden. Auch die Auswahl an Farben finde ich klasse. Also ich kann den BH und auch den dazu passenden Slip einfach jedem empfehlen! ;5
515928;Guter Halt, Spitze angenehm weich und schmŸckend. UnauffŠllig auch unterm Shirt oder Pullover durch glattes Material.;4
553018;Tolle Farbe und fŸr Weite H super bequem. ;4
709229;Sehr sŸ§ passt genau. Mit den Taschen sehr gelungen. Material fŸhlt sich gut an auf der haut;5
515928;Wie beim BH, wenn man die richtige Grš§e wei§, passt es super.;5
654563;sehr gute QualitŠt ;4
655046;der bh sitzt super, auch beim sport hŠlt er bestens und  schwei§ ist auch kein problem.;5
709229;Schšner Stoff. Leider durch die aufgesetzten Taschen wie ein SchŸrzenkleid....deshalb zurŸck.;3
434886;Sehr schšne Hose, pa§t sehr gut! Hat meinem Mann auf Anhieb gefallen!;5
1709054;Sehr schšne Farben und gute QualitŠt. Passen sehr gut. Gutes Preis-Leistungs-VerhŠltnis.;5
515928;Bin bei der Form von Slips immer etwas kritisch, aber diesmal, oh Wunder, er passt und trŠgt sich auch nach einem langen Tag noch prima, zwickt nicht, eigentlich merkt man ihn nicht. Werde ihn sicher nochmal nachbestellen, wenn er auch nach einigen WŠschen noch die Passform hŠlt. ;4
553018;Die Ballerinas haben genau gepasst. Nur die Lieferung mit Eilservice hat nicht geklappt. ;3
709229;Einfaches HŠngerchen, weiches Material;4
515928;Material ist sehr gut. Farben entsprechen der Abbildung. Nur zu empfehlen.;5
434886;Passform und Grš§e gut, QualitŠt okay.;5
709229;Schšnes Strandkleid, leider zu kurz.;4
655046;Der Sport-BH ist einfach super! Sie haben einen tollen Sitz. ;5
1709054;die Baumwollshirt sin prima nur leider fallen sie sehr gro§ aus. Mir hŠtte eine nummer kleiner gereicht, habe sie meiner Freundin geschenkt.;3
655046;super bequem;4
515928;Klasse Passform, habe ich schon in vielen Farben.;5
9743730;Wir haben den Vorhang in Creme (sieht aber eher wie dunkles beige aus). Er ist absolut blickdicht und erfŸllt seinen Zweck. Wir sind zufrieden.;4
553018;Der Schuh ist leider bei mir etwas eng. Wer sehr schmale FŸ§e hat, rutscht hinten leicht raus und der Schuh schlappt dann. Ansonsten ist dieser Ballerina sehr schšn und leicht.;3
709229;ok;5
553018;Super fŸr den Preis! ;5
515928;Sehr schšner basic Slip, immer wieder gerne in verschiedenen Farben!;5
44970574;Schšne Hose, sitzt gut, aber bei krŠftigen Waden nicht zu empfehlen.;3
9743730;Ware ist OK Lieferungsdauer viel zu lange;1
1709054;Tolle Farben, passen perfekt, toller Schnitt und guter Preis.;5
8623725;Material und Farbe sind gut aber die Oberweite ist sehr eng, die eingelegten Schalen sind bei der Grš§e viel zu klein, der Rest ist genau passend;2
8623725;der badeanzug ist nicht fŸr mich !    meiner freundin gefŠllt und passt er gut, angenehmer tragekomfort;5
709229;Dieser Artikel ist ein Witz,diese Abbildung entspricht nicht der realitŠt.;1
8623725;Der Badeanzug sitzt super,macht eine tolle Figur und versteckt durch die raffinierten Falten die Problemzonen ohne einzuengen. Emfehlenswert!!;5
709229;Kleid ist sehr schšn. Umspielt auch Problemzonen. Bin 1.62 m gross, LŠnge passt fŸr mich perfekt.;5
515928;Sieht super aus, passt wunderbar, tolle Farbe, aber jetzt nach mehrmals Waschen geht leider die Naht kaputt. Habe mir trotzdem nochmal Einen bestellt.;5
654563;Bin zufrieden mit dem Artikel ;5
434886;Gute QualitŠt;5
655046;bequem, gŸnstig;4
434886;Diese Jeans is wunderbar fŸr Šltere Herren, wegen dem Dehnbund und der hšheren Leibhšhe.;5
515928;Super bequem. Tolle Optik. Schšne QualitŠt. Preis-/LeistungsverhŠltnis hervorragend.;5
44970574;Leider viel zu gro§ musste obwohl ich die gr 38 trage gr 36 bestellen und Sitz noch wabelig am hintern ;1
9743730;Top QualitŠt zum Top Preis. Schnell geliefert. DANKE;5
434886;Artikel entspricht den Vorstellungen, gutes Preis-/LeistungsverhŠltnis, sehr schnelle Lieferung, passt meinem Mann wie erhofft.;5
553018;Materieal  und Form preisentsprechend.;4
434886;zufrieden, ohne Beanstandung.;4
434886;Auch kurze Lieferzeit bei Normallieferung, passt! QualitŠt in Ordnung, Preis-Leistung prima!;5
655046;"der bh sitzt super, auch beim sport hŠlt er ""alles"" bestens und schwei§ ist auch kein problem.";5
44970574;Habe die Hose in Petrol beordert.... leider ist das nur ein zwar schšnes GrŸn ,aber kein Petrol. Auch keine sehr gute Passform ,deshalb ging de Artikel zurŸck.;1
515928;passt super;5
8623725;Gummi an den Beinen zu weit, Farbe sieht besser aus als Originall;3
8623725;Grš§e, Form und Farbe wie beschrieben, das Material macht einen hochwertigen Eindruck. Der Ausschnitt am Dekollete ist ziemlich tief, ansonsten sitzt der Badeanzug prima. Gutes Preis-/LeistungsverhŠltnis.;5
553018;Preis-Leistung fŸr diesen Basic-Artikel prima.;4
44970574;Material ist o.K. Bund zu steif und sehr knapp, an den Oberschenkeln zu weit ...(Gr. 44) ;3
655046;Zum Joggen wŸrde ich den BH nicht nehmen. Au§erdem stšren mich die NŠhte, die quer Ÿber die Brust gehen.;3
9743730;Wir sind sehr zufrieden.Verdunkelung absolut. Farbe und Material hervorragend.;5
44970574;Das Material entspricht den Erwartungen. Das Preis-Leistungs-VerhŠltnis ist angemessen.;4
655046;Selbst bei Hitze angenehm auf der Haut.;5
654563;passt sehr gut.;5
9743730;Bin voll und ganz zufrieden mit den VerdunklungsvorhŠngen!;4
8623725;Das An- und Ausziehen ist wegen der Formfunktion etwas mŸhsam, aber der Mogeleffekt kann sich sehen lassen. Schšner Badeanzug, mit dem ich auch gut schwimmen kann.;5
655046;Habe die Lieferung erst bekommen, ist nach dem ersten Anprobieren angenehm zu tragen, es reibt und drŸckt nichts, Preis-Leistungs-VerhŠltnis ist sehr gut! Ich bin also sehr zufrieden.;5
655046;Passform = unbefriedigend;1
515928;sitzt perfekt;5
654563;Bin mit dem Artikel gut zufrieden, passt. Farbe gut. WŸrde ich wieder kaufen.;4
44970574;Hab die Hose in wei§ und schwarz bestellt, beide super schšn, allerdings nicht nur in der Farbe unterschiedlich: Die Rei§verschlŸsse waren unterschiedlich und die schwarze weiter geschnitten als die wei§e.  Da der Rei§verschluss der wei§en kaputt war, habe ich siese eingeschickt. Mit der schwarzen bin ich super zu friedeb! :);3
654563;Sehr schšnes material, angenehm zu tragen und alles passt perfekt.;4
9743730;Sind sehr schšn guter Stoff  ;5
1709054;Schšne QualitŠt. Auch die Farben sind schšn. Hab meinem Mann zu Liebe die Pastellfarben genommen, mir selber gefallen die krŠftigen Farben besser.;5
553018;Gute QualitŠt ;4
1709054;Leider war die Gršsse mal wieder total falsch , habe 44/46 bestellt weil in der Regel T-Shirts etwas enger ausfallen  und ich nicht so schlank bin .Aber das war eher ein ZELT als ein T-Shirt .GR…SSE 50/52 trifft es wohl besser.war sehr enteuscht habe drei Wochen warten mŸssen und dann sowas.NICHT GUT:;1
434886;"Hallo, ich bin eigentlich zufrieden mit den gekauften Artikeln, nur einen kleinen ""MŠngel"": sie sind zu lang. FrŸher habe ich die gleichen Grš§en gekauft und sie pa§ten ""wunderbar""! Na und der Stoff ----- war auch schon besser.";2
654563;Ich trage schon seit Jahren diese BH«s und war bis jetzt immer zufrieden. ;3
44970574;Zum einen hat mir die Ersatzfarbe nicht gefallen und zum anderen ist die Pa§form nicht korrekt. Zu enge Waden und zu weite Oberschenkel.;1
515928;Passt perfekt!;5
8623725;Ware ist einwandfrei und die Lieferung schnell und unkompliziert. Bin sehr zufrieden;5
655046;Ich bin sehr zufrieden mit der Ware, sie passt sehr gut.;5
709229;Sehr gute QualitŠt;5
515928;Material und Farbe sind sehr schšn, Beinabschlu§bŸndchen weich und schnŸren nicht ein. ;4
655046;PreisleistungsverhŠltnis ist ok.;4
655046;Der Sport- BH ist klasse, wŠre schšn, wenn es ihn auch in Hautfarbe geben wŸrde. ;4
434886;alles ok. schnelle Lieferung.;5
553018;Gute QualitŠt, und er Schuh passt sehr gut. Man kann gut damit laufen.;4
515928;perfekt, super;5
553018;Bestelle diese Ballerinas jedes Jahr wieder, bin absoluter Fan und finde die Schuhe Super bequem.. Schšne Farben und fŸr den Preis meiner Meinung nach gute QualitŠt ;5
654563;Bin mit der Ware sehr zufrieden. Das Preis -LeistungsverhŠltnis ist optimal. Der BH sitzt sehr gut. TrŠger rutschen nicht. Das Material ist angenehm auf der Haut.Immer wieder gerne.;5
9743730;Super toll sieht der Vorhang in orange aus, auch Farbe nicht ganz so grell wie auf der Abbildung eher zart orange, super QualitŠt,  wŸrde ich sofort wieder kaufen.;5
553018;Ich fand der Schuh sah auf dem Bild qulitativ sehr gut aus doch als ich ihn ausgepackt habe war ich sehr enttŠuscht. Das Material des Schuhs wirkt irgendwie billig, man kann den Schuh ganz umbiegen. Preis-Leistung ist vielleicht ganz okay aber fŸr so einen Schuh kann ich auch weitaus weniger Geld ausgeben. Ich habe ihn mir eine Grš§e kleiner geholt und er passte perfekt.;2
553018;FŸr diesen Preis absolut in Ordnung.;4
434886;ALLES TOP;4
654563;"Ich hatte diesen Artikel in Grš§e 85 Cup D bestellt, dann habe ich festgestellt das auch 80 Cup D reicht....nur eins verstehe ich nicht das ""Cup D"" nicht gleich ""Cup D"" entspricht....wie kann ein Kšrbchen mit ""Cup D"" einmal so und einmal kleiner ausfallen. Ich muss schon sagen das, das sehr komisch ist";5
655046;"Angenehm zu tragen, es reibt und drŸckt nichts - jedenfalls nicht nach dem ersten Anprobieren; Preis-Leistungs-VerhŠltnis ist sehr gut!  ================== DOPPELT ==================";5
655046;sitzt gut, fŠllt kleiner aus.;4
655046;Sitz und Form sind gut, fŠllt aber etwas klein aus, also lieber eine Nummer grš§er kaufen!;4
515928;Zu hoch geschnitten.Sitzt zu locker.;1
9743730;Verdunklung wie angekŸndigt, Stoff pflegeleicht, Verarbeitung gut.;4
709229;hab das Kleidchen fŸr zu Hause, fŸr unterwegs ist es meiner Meinung nach nicht ;3
434886;Super Material und schšne Hose fŸr gŸnstigen Preis.;5
9743730;Artikel entspricht voll und ganz deb Erwartungen.;5
1709054;Farben sehr schšn und Material gut. ;5
44970574;Die Hose ist sehr modisch und pa§t sehr gut, ich bin begeistert.;5
9743730;Preis-LeistungsverhŠltnis sehr gut, dunkelt sehr gut ab, lŠsst auch die KŠlte draussen, Verarbeitung sehr gut;5
654563;Also ich fand, dass die BHs auf den Bildern nach einer Hartschale aussehen, leider ist dem nicht der Fall, durch meine Schwangerschaft habe ich nicht mehr so einen schšnen Busen wie ich finde und trage daher lieber Hartschalen. Trotzdem muss ich sagen sitzen sie schšn, habe grš§e 80B und werde sie behalten da ich dennoch zufrieden bin mit der Sitzform. :);4
8623725;Hebt die Brust nicht sondern drŸckt sie eher flach. Schade.;3
44970574;Die Stretchhosen habe ich in verschiedenen Farben bestellt. Stoff und Farben sind sehr schšn, doch die Hosen haben mir leider nicht gestanden. Die Hosenbeine schlagen mehrere Falten und fallen auch nicht richtig. Deshalb alles zurŸck.;2
655046;Gibt wenig halt und ist viel zu eng;2
434886;Bestellt in Schwarz und Hellblau. Leider hat die scharze Jeans orangefarbene NŠhfŠden. Das stšrt mich, hŠtte lieber eine Jeans mit schwarzen NŠhten. ;4
9743730;Super Vorhang! Trotz wahnsinnig heller Stra§enlaterne direkt vor dem Fenster,  dringt kein Lichtstrahl ins Zimmer und auch der Schall wird definitiv gut abgeschirmt.  Ich bin sehr zufrieden! ;5
515928;tolles Material. Gute Passform;5
655046;stŸtzt gut, pflegeleicht;4
709229;Ganz schšnes Kleid. Einfach, luftig und guter Schnitt. Hatte den in schwarz gekauft, ;4
553018;Super Passform, angenehm zu tragen. Kleiner Preis, hab schon in mehreren Farben nachbestellt!;5
44970574;Die Hose sitzt gut. Der Schnitt ist vorteilhaft, das Material sehr angenehm. Leider lŠsst die QualitŠt des Rei§verschlusses zu wŸnschen Ÿbrig. Er ging bereits bei der Anprobe kaputt. Da mir die Hose aber ansonsten gefiel, habe ich die Hose behalten u. einen neuen, besseren Rei§verschluss einnŠhen lassen. Jetzt ist alles o.k..;3
654563;Gut sitzende einfache BHs.;4
44970574;Die Hosen sitzen toll ich bin voll zufrieden;5
1709054;Alles pa§t!!!!! Preis-LeistungsverhŠltnis, Material und bestellte Grš§e(44/46).;5
553018;Super bequem.;4
655046;Alle Sport BH`s halten was sie Versprechen. Der Preis ist ok.;4
654563;sehr gute Passform und angenhem zu tragen;4
9743730;Bin sehr zufrieden mit der Ware. Die VorhŠnge verdunkeln sehr gut.;5
434886;Preis,OK. Farbe,Ok. im allgemeinen gut.;4
9743730;Farbe und Material genau wie Beschreibung, habe den Vorhang in der Farbe silber bestellt - material hat einen wundervollen Glanz , jederzeit wieder;5
654563;Schade das im 3 er Set 1 BH eine Kšrbchengrš§e zu gro§ ausgefalen ist. Die 2 anderen passten. Wurde hier ein falsches Label angenŠht ? Cup D war dran, doch Cup E , gefŸhlt, war es. ;4
434886;Ich kaufe den Artikel schon seit Jahren fŸr meinen Mann und er ist mit der Jeans sehr zufrieden.;5
654563;alles gut;5
44970574;Die Hose hat sehr enge Beine, aber bei mir sitzt sie berfekt. Schšnes petrolgrŸn.;4
515928;Material und QualitŠt sind so ausgefallen, wie die Beschreibung ausgesagt hat. Preis-Leistungs-VerhŠltnis ist o.k.;5
9743730;Stoff ist o.k. aus unerfindlichen GrŸnden wurde das KrŠuselban an der LŠngsseite angenŠht.;1
9743730;Verdunklung absolut. Farbe und QualitŠt sind in Ordnung. Preis-Leistung ist in Ordnung.;5
655046;material super. passt  genau;5
8623725;Material sehr gut. FŠllt meiner Meinung nach etwas klein aus. War zu eng an Brust und Bauch. Bei gro§er Oberweite nicht zu empfehlen. ;4
654563;Sitzen perfekt, Material und QualitŠt stimmt. Preis ebenso.;5
654563;FŸr kleine Grš§en nicht zu empfehlen (70 A)... dann braucht man auch gar keinen anziehen. Farben sind aber schšn.;1
9743730;Artikel hŠlt was es verspricht. Material fŸhlt sich angenehm weich an. Preis- LeistungsverhŠltnis scheint vor der ersten WŠsche ok. Hoffe dies bleibt so.;5
9743730;Die VorhŠnge sind toll. Wie beschrieben blickdicht und fallen auch sehr schšn. Eine sehr gute QualitŠt, sehr gutes Preis-Leistungs-VerhŠltnis;5
434886;Die blaue Hose hat einen  Dehnbund, der sich Dehnbund  nennen darf, was bei der schwarzen Hose nicht so zutrifft. Ansonsten  ist sie ok.;5
553018;super angenehm zu tragen, passt genau, tolles Material;5
44970574;angenehmer Stoff, schšner Schnitt. Leider wie alle anderen bestellten und in Bangladesh genŠhten Sachen zu eng. ;3
515928;Farbe und Form fallen gut aus, bei der Grrš§e habe ich eine grš§ere Grš§e bestellt, da der Slip in meiner Kleidergrš§e abgezeichnet und das ist ja nun nicht schšn. ;4
434886;Die grš§en passen †berhaupt nicht mehr ,bestelle bestimmt schon 20 Jahre Hosen hier , seit ein Jahr passen die grš§en nicht mehr stimmen nicht mehr Ÿber ein, hatte letzten drei mal Hosen bestellt und ein und die selbe Grš§e , und alle drei haben nicht gepasst , das ist wenn mann im Ausland produzieren LŠsst;1
9743730;Ich habe diese Verdunkelungs VorhŠnge in grŸn bestellt, und von der Farbe und QualitŠt sind wir begeistert. Hoffe wenn die VorhŠnge angebracht sind, das sie auch verdunkeln.;4
8623725;Alles prima. Der Stoff und die Farben  sind genauwas ich gesucht hatt.;4
44970574;super passform;5
655046;sitzt und engt nicht ein;5
709229;"Das Kleid sitzt prima. Habe das gleiche Kleid schon seit ca.3 Jahren in schwarz. Man kann wenn es richtig hei§ ist so tragen oder man zieht eine Leggins drunter. Auch fŸr Frauen die etwas mehr auf den ""HŸften"" haben, so wie ich.";5
655046;Passt super, bequem zu tragen;4
654563;Da meine eigentlich bestellten BH's nicht sofort lieferbar waren, habe ich diese als Ersatz bekommen. Und das ist prima so, denn sie sehen nicht nur gut aus sondern tragen sich wunderbar, haben eine super Passform! Absolut empfehlenswert!!;5
654563;Schicke begueme Bh s Ich werde die immer wieder bestellen. ;4
9743730;ganz tolle VorhŠnge,.-Ÿberlege ob ich noch ein paar kaufe,.- scheint morgens keine Sonne mehr ins Gesicht,.-;5
44970574;Hose sehr geschmeidig, in dunkelblau wirkt man ein wenig erschlankt. Der Stoff pellt sich teils ein wenig ab, aber ansonsten top!;4
434886;Gut;4
655046;Passt perfekt und verrutscht nicht.;5
434886;Gute QualitŠt, Guter Sitz, Hosen um ca. 15 cm zu lang;4
655046;Sehr schšnes Material, breite angenehme TrŠger. ;5
655046;Klasse Verarbeitung des Materials, es wŠre schšn wenn sie Sport-BH auch in Cup A anbieten wŸrden. ;4
709229;Von vorn ganz hŸbsch, von hinten leider irgendwie wie Nachtkleid. Muss man ganz schšn mit Tuch und Kette aufhŸbschen, damit`s nach was aussieht. Material sehr angenehm fŸr den hei§en Sommer.;3
44970574;Die Hose passte mir zwar, sa§ bei mir aber absolut nicht. QualitŠt schien nicht schlecht zu sein.;1
655046;Ware wie beschrieben:-) ;4
654563;Material  trage angenehm, Artikel bereits bekannt;4
655046;Prima, passt, sitzt gut, ist bequem, fŸr Sport durchaus geeignet. Preis okay.;5
8623725;Perfekt dieser Badeanzug;5
709229;Die QualitŠt, das Material und die Farbe dieses Stretch-Kleides sind gut und angenehm zu tragen. Mit dem Preis-Leistungs-VerhŠltnis bin ich auch zu frieden.;5
9743730;Super Verdunkelung, schšner Stoff, super Farbe!;5
434886;Erste Anprobe -> Hose ist o.k darauf hin habe ich sie kŸrzen lassen. Dann der erste Abend in der neuen Hose ->  Schlechte StoffqualitŠt dieser ist rau und wirkt billig, schlechter Sitzt, unbequeme Passform, zu eng an den Oberschenkel und im Schritt beim Sitzen. HŠtte ich sie nicht schon kŸrzen lassen, hŠtte ich diese Hose zurŸckgeschickt. FrŸher waren die John Banner Jeans wesentlich besser in QualitŠt und Passform ;1
654563;Alles gut.;4
9743730;unter cremefarben verstehe ich was anderes, die gardinen waren viel dunkler ;1
655046;ist ok;5
434886;Preis -LeistungsverhŠltnis ist o.k.;4
434886;Jeans in Grš§e 64 bestellt, fŠllt oben etwas eng aus. FŸr kleine MŠnner mit 1.70 m viel zu lang. Sonst sieht sie sehr schšn aus.;3
8623725;Super Passform, gutes Material und toller Schnitt. Nichts klemmt und rutscht. Lange gesucht-endlich gefunden!;5
655046;gut ;4
1709054;Etwas zu weit.;5
709229;niedliches Sommerkleidchen, das ruhig eine Grš§e zu klein bestellt werden kann (ein Dank an meine Vorschreiberinnen) . HŠngerchen-Stil, also fŸr Ÿppige Oberweite wohl eher ungeeignet, aber bei einem B oder C-Kšrbchen wunderbar. Mir gefŠllt's !;4
